ContigID	GOSlim_bin
Locus_10085_Transcript_1/2_Confidence_1.000_Length_1577_transcripts_v2_476	signal transduction
Locus_10085_Transcript_1/2_Confidence_1.000_Length_1577_transcripts_v2_476	RNA metabolism
Locus_10085_Transcript_1/2_Confidence_1.000_Length_1577_transcripts_v2_476	cell adhesion
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	developmental processes
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	protein metabolism
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	death
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	other metabolic processes
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	cell cycle and proliferation
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	cell organization and biogenesis
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	other biological processes
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	signal transduction
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	RNA metabolism
Locus_10085_Transcript_2/2_Confidence_1.000_Length_1739_transcripts_v2_354	cell adhesion
Locus_10088_Transcript_1/1_Confidence_1.000_Length_452_transcripts_v2_4080	protein metabolism
Locus_10088_Transcript_1/1_Confidence_1.000_Length_452_transcripts_v2_4080	stress response
Locus_10088_Transcript_1/1_Confidence_1.000_Length_452_transcripts_v2_4080	other biological processes
Locus_10088_Transcript_1/1_Confidence_1.000_Length_452_transcripts_v2_4080	developmental processes
Locus_10088_Transcript_1/1_Confidence_1.000_Length_452_transcripts_v2_4080	death
Locus_10088_Transcript_1/1_Confidence_1.000_Length_452_transcripts_v2_4080	cell organization and biogenesis
Locus_10105_Transcript_1/1_Confidence_1.000_Length_417_transcripts_v2_4466	transport
Locus_10110_Transcript_3/3_Confidence_0.750_Length_3307_transcripts_v2_55	protein metabolism
Locus_10110_Transcript_3/3_Confidence_0.750_Length_3307_transcripts_v2_55	death
Locus_10110_Transcript_3/3_Confidence_0.750_Length_3307_transcripts_v2_55	cell cycle and proliferation
Locus_10110_Transcript_3/3_Confidence_0.750_Length_3307_transcripts_v2_55	signal transduction
Locus_10110_Transcript_3/3_Confidence_0.750_Length_3307_transcripts_v2_55	other metabolic processes
Locus_10115_Transcript_1/1_Confidence_1.000_Length_734_transcripts_v2_2162	transport
Locus_10115_Transcript_1/1_Confidence_1.000_Length_734_transcripts_v2_2162	stress response
Locus_10115_Transcript_1/1_Confidence_1.000_Length_734_transcripts_v2_2162	other metabolic processes
Locus_10115_Transcript_1/1_Confidence_1.000_Length_734_transcripts_v2_2162	cell organization and biogenesis
Locus_10120_Transcript_1/1_Confidence_1.000_Length_330_transcripts_v2_5652	other metabolic processes
Locus_10123_Transcript_1/1_Confidence_1.000_Length_175_transcripts_v2_10897	other metabolic processes
Locus_10128_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_10762	developmental processes
Locus_10128_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_10762	protein metabolism
Locus_10128_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_10762	other metabolic processes
Locus_10154_Transcript_1/1_Confidence_1.000_Length_814_transcripts_v2_1810	cell organization and biogenesis
Locus_10158_Transcript_1/1_Confidence_1.000_Length_521_transcripts_v2_3503	other metabolic processes
Locus_10162_Transcript_1/1_Confidence_1.000_Length_768_transcripts_v2_2006	RNA metabolism
Locus_10162_Transcript_1/1_Confidence_1.000_Length_768_transcripts_v2_2006	cell organization and biogenesis
Locus_10162_Transcript_1/1_Confidence_1.000_Length_768_transcripts_v2_2006	protein metabolism
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	RNA metabolism
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	protein metabolism
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	cell cycle and proliferation
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	other metabolic processes
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	signal transduction
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	cell organization and biogenesis
Locus_10169_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5293	other biological processes
Locus_1017_Transcript_1/1_Confidence_1.000_Length_1316_transcripts_v2_726	RNA metabolism
Locus_1017_Transcript_1/1_Confidence_1.000_Length_1316_transcripts_v2_726	cell organization and biogenesis
Locus_1017_Transcript_1/1_Confidence_1.000_Length_1316_transcripts_v2_726	death
Locus_10174_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_9329	protein metabolism
Locus_10176_Transcript_1/1_Confidence_1.000_Length_406_transcripts_v2_4580	protein metabolism
Locus_10179_Transcript_1/1_Confidence_1.000_Length_1314_transcripts_v2_729	other biological processes
Locus_10181_Transcript_1/3_Confidence_0.400_Length_622_transcripts_v2_2794	other metabolic processes
Locus_10183_Transcript_1/1_Confidence_1.000_Length_487_transcripts_v2_3786	transport
Locus_10188_Transcript_1/1_Confidence_1.000_Length_363_transcripts_v2_5161	stress response
Locus_10188_Transcript_1/1_Confidence_1.000_Length_363_transcripts_v2_5161	other metabolic processes
Locus_10190_Transcript_1/2_Confidence_1.000_Length_550_transcripts_v2_3277	other metabolic processes
Locus_10190_Transcript_1/2_Confidence_1.000_Length_550_transcripts_v2_3277	cell-cell signaling
Locus_10190_Transcript_1/2_Confidence_1.000_Length_550_transcripts_v2_3277	other biological processes
Locus_10193_Transcript_1/1_Confidence_1.000_Length_650_transcripts_v2_2638	other metabolic processes
Locus_10193_Transcript_1/1_Confidence_1.000_Length_650_transcripts_v2_2638	protein metabolism
Locus_10200_Transcript_1/1_Confidence_1.000_Length_591_transcripts_v2_2994	other metabolic processes
Locus_10201_Transcript_1/1_Confidence_1.000_Length_2408_transcripts_v2_126	other biological processes
Locus_10201_Transcript_1/1_Confidence_1.000_Length_2408_transcripts_v2_126	transport
Locus_10201_Transcript_1/1_Confidence_1.000_Length_2408_transcripts_v2_126	cell organization and biogenesis
Locus_10201_Transcript_1/1_Confidence_1.000_Length_2408_transcripts_v2_126	protein metabolism
Locus_10221_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_10083	other metabolic processes
Locus_10223_Transcript_1/1_Confidence_1.000_Length_220_transcripts_v2_8578	transport
Locus_10226_Transcript_1/1_Confidence_1.000_Length_248_transcripts_v2_7533	RNA metabolism
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	cell adhesion
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	signal transduction
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	other biological processes
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	developmental processes
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	cell organization and biogenesis
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	stress response
Locus_10229_Transcript_1/2_Confidence_1.000_Length_789_transcripts_v2_1914	cell-cell signaling
Locus_10241_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5294	transport
Locus_10241_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5294	cell organization and biogenesis
Locus_10241_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5294	other biological processes
Locus_10241_Transcript_1/1_Confidence_1.000_Length_353_transcripts_v2_5294	cell cycle and proliferation
Locus_10242_Transcript_1/1_Confidence_1.000_Length_663_transcripts_v2_2554	developmental processes
Locus_10242_Transcript_1/1_Confidence_1.000_Length_663_transcripts_v2_2554	other biological processes
Locus_10242_Transcript_1/1_Confidence_1.000_Length_663_transcripts_v2_2554	protein metabolism
Locus_10256_Transcript_1/1_Confidence_1.000_Length_889_transcripts_v2_1562	protein metabolism
Locus_10256_Transcript_1/1_Confidence_1.000_Length_889_transcripts_v2_1562	other metabolic processes
Locus_10258_Transcript_1/1_Confidence_1.000_Length_522_transcripts_v2_3491	other metabolic processes
Locus_10264_Transcript_1/3_Confidence_0.500_Length_1885_transcripts_v2_271	signal transduction
Locus_10264_Transcript_1/3_Confidence_0.500_Length_1885_transcripts_v2_271	protein metabolism
Locus_10264_Transcript_1/3_Confidence_0.500_Length_1885_transcripts_v2_271	death
Locus_10264_Transcript_2/3_Confidence_0.500_Length_1802_transcripts_v2_321	signal transduction
Locus_10264_Transcript_2/3_Confidence_0.500_Length_1802_transcripts_v2_321	protein metabolism
Locus_10264_Transcript_2/3_Confidence_0.500_Length_1802_transcripts_v2_321	death
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	RNA metabolism
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	protein metabolism
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	developmental processes
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	other biological processes
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	signal transduction
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	other metabolic processes
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	cell cycle and proliferation
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	death
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	stress response
Locus_10264_Transcript_3/3_Confidence_0.500_Length_2320_transcripts_v2_153	transport
Locus_10273_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_9805	protein metabolism
Locus_10273_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_9805	RNA metabolism
Locus_10282_Transcript_1/1_Confidence_1.000_Length_591_transcripts_v2_2995	other metabolic processes
Locus_10282_Transcript_1/1_Confidence_1.000_Length_591_transcripts_v2_2995	other biological processes
Locus_10282_Transcript_1/1_Confidence_1.000_Length_591_transcripts_v2_2995	cell organization and biogenesis
Locus_10288_Transcript_3/4_Confidence_0.286_Length_317_transcripts_v2_5879	other metabolic processes
Locus_10288_Transcript_4/4_Confidence_0.571_Length_561_transcripts_v2_3197	other metabolic processes
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	RNA metabolism
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	protein metabolism
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	death
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	cell cycle and proliferation
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	cell adhesion
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	signal transduction
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	other biological processes
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	other metabolic processes
Locus_1029_Transcript_3/3_Confidence_0.333_Length_1623_transcripts_v2_433	cell organization and biogenesis
Locus_10310_Transcript_1/1_Confidence_1.000_Length_295_transcripts_v2_6318	protein metabolism
Locus_10310_Transcript_1/1_Confidence_1.000_Length_295_transcripts_v2_6318	other biological processes
Locus_10313_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_10693	other metabolic processes
Locus_10313_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_10693	other biological processes
Locus_10313_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_10693	cell organization and biogenesis
Locus_10318_Transcript_1/1_Confidence_1.000_Length_710_transcripts_v2_2293	other biological processes
Locus_10318_Transcript_1/1_Confidence_1.000_Length_710_transcripts_v2_2293	other metabolic processes
Locus_10318_Transcript_1/1_Confidence_1.000_Length_710_transcripts_v2_2293	stress response
Locus_10319_Transcript_3/7_Confidence_0.400_Length_1838_transcripts_v2_292	RNA metabolism
Locus_10319_Transcript_3/7_Confidence_0.400_Length_1838_transcripts_v2_292	cell cycle and proliferation
Locus_10319_Transcript_3/7_Confidence_0.400_Length_1838_transcripts_v2_292	death
Locus_10319_Transcript_3/7_Confidence_0.400_Length_1838_transcripts_v2_292	developmental processes
Locus_10319_Transcript_4/7_Confidence_0.133_Length_647_transcripts_v2_2657	other biological processes
Locus_10319_Transcript_5/7_Confidence_0.333_Length_1464_transcripts_v2_566	RNA metabolism
Locus_10336_Transcript_1/1_Confidence_1.000_Length_378_transcripts_v2_4947	signal transduction
Locus_10336_Transcript_1/1_Confidence_1.000_Length_378_transcripts_v2_4947	developmental processes
Locus_1035_Transcript_1/2_Confidence_0.800_Length_1141_transcripts_v2_933	protein metabolism
Locus_1035_Transcript_2/2_Confidence_0.800_Length_1442_transcripts_v2_587	protein metabolism
Locus_10355_Transcript_2/3_Confidence_0.400_Length_1077_transcripts_v2_1066	developmental processes
Locus_10360_Transcript_1/1_Confidence_1.000_Length_871_transcripts_v2_1626	transport
Locus_10363_Transcript_1/1_Confidence_1.000_Length_899_transcripts_v2_1520	protein metabolism
Locus_10363_Transcript_1/1_Confidence_1.000_Length_899_transcripts_v2_1520	RNA metabolism
Locus_10363_Transcript_1/1_Confidence_1.000_Length_899_transcripts_v2_1520	death
Locus_10363_Transcript_1/1_Confidence_1.000_Length_899_transcripts_v2_1520	other metabolic processes
Locus_10370_Transcript_1/1_Confidence_1.000_Length_787_transcripts_v2_1925	RNA metabolism
Locus_10370_Transcript_1/1_Confidence_1.000_Length_787_transcripts_v2_1925	transport
Locus_10377_Transcript_1/1_Confidence_1.000_Length_1015_transcripts_v2_1196	other metabolic processes
Locus_10377_Transcript_1/1_Confidence_1.000_Length_1015_transcripts_v2_1196	other biological processes
Locus_1038_Transcript_1/4_Confidence_0.222_Length_1325_transcripts_v2_714	other metabolic processes
Locus_1038_Transcript_3/4_Confidence_0.444_Length_1669_transcripts_v2_397	other metabolic processes
Locus_10384_Transcript_1/1_Confidence_1.000_Length_296_transcripts_v2_6288	other metabolic processes
Locus_10388_Transcript_1/1_Confidence_1.000_Length_1056_transcripts_v2_1110	other metabolic processes
Locus_10388_Transcript_1/1_Confidence_1.000_Length_1056_transcripts_v2_1110	protein metabolism
Locus_10390_Transcript_2/4_Confidence_0.333_Length_939_transcripts_v2_1374	other biological processes
Locus_10390_Transcript_2/4_Confidence_0.333_Length_939_transcripts_v2_1374	cell cycle and proliferation
Locus_10390_Transcript_2/4_Confidence_0.333_Length_939_transcripts_v2_1374	other metabolic processes
Locus_10390_Transcript_2/4_Confidence_0.333_Length_939_transcripts_v2_1374	protein metabolism
Locus_10395_Transcript_1/1_Confidence_1.000_Length_190_transcripts_v2_9960	DNA metabolism
Locus_10395_Transcript_1/1_Confidence_1.000_Length_190_transcripts_v2_9960	RNA metabolism
Locus_10399_Transcript_1/3_Confidence_0.625_Length_446_transcripts_v2_4155	protein metabolism
Locus_10399_Transcript_1/3_Confidence_0.625_Length_446_transcripts_v2_4155	other metabolic processes
Locus_10399_Transcript_2/3_Confidence_0.500_Length_685_transcripts_v2_2426	protein metabolism
Locus_10399_Transcript_2/3_Confidence_0.500_Length_685_transcripts_v2_2426	other metabolic processes
Locus_10399_Transcript_3/3_Confidence_0.750_Length_513_transcripts_v2_3571	protein metabolism
Locus_10399_Transcript_3/3_Confidence_0.750_Length_513_transcripts_v2_3571	other metabolic processes
Locus_10403_Transcript_1/1_Confidence_1.000_Length_216_transcripts_v2_8748	cell cycle and proliferation
Locus_10403_Transcript_1/1_Confidence_1.000_Length_216_transcripts_v2_8748	cell organization and biogenesis
Locus_10403_Transcript_1/1_Confidence_1.000_Length_216_transcripts_v2_8748	protein metabolism
Locus_10403_Transcript_1/1_Confidence_1.000_Length_216_transcripts_v2_8748	other biological processes
Locus_10404_Transcript_1/1_Confidence_1.000_Length_210_transcripts_v2_8995	RNA metabolism
Locus_10404_Transcript_1/1_Confidence_1.000_Length_210_transcripts_v2_8995	protein metabolism
Locus_10404_Transcript_1/1_Confidence_1.000_Length_210_transcripts_v2_8995	cell cycle and proliferation
Locus_10404_Transcript_1/1_Confidence_1.000_Length_210_transcripts_v2_8995	other metabolic processes
Locus_10409_Transcript_1/1_Confidence_1.000_Length_1691_transcripts_v2_391	signal transduction
Locus_10418_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_10695	other metabolic processes
Locus_10425_Transcript_1/1_Confidence_1.000_Length_276_transcripts_v2_6760	developmental processes
Locus_10441_Transcript_1/2_Confidence_1.000_Length_1148_transcripts_v2_921	RNA metabolism
Locus_10441_Transcript_1/2_Confidence_1.000_Length_1148_transcripts_v2_921	developmental processes
Locus_10441_Transcript_1/2_Confidence_1.000_Length_1148_transcripts_v2_921	other biological processes
Locus_10441_Transcript_2/2_Confidence_1.000_Length_1198_transcripts_v2_857	RNA metabolism
Locus_10441_Transcript_2/2_Confidence_1.000_Length_1198_transcripts_v2_857	developmental processes
Locus_10441_Transcript_2/2_Confidence_1.000_Length_1198_transcripts_v2_857	other biological processes
Locus_10442_Transcript_1/2_Confidence_1.000_Length_1125_transcripts_v2_959	transport
Locus_10442_Transcript_2/2_Confidence_1.000_Length_1116_transcripts_v2_988	transport
Locus_10445_Transcript_1/1_Confidence_1.000_Length_480_transcripts_v2_3834	protein metabolism
Locus_10445_Transcript_1/1_Confidence_1.000_Length_480_transcripts_v2_3834	stress response
Locus_10447_Transcript_1/1_Confidence_1.000_Length_283_transcripts_v2_6597	protein metabolism
Locus_1045_Transcript_1/10_Confidence_0.346_Length_3544_transcripts_v2_40	transport
Locus_1045_Transcript_1/10_Confidence_0.346_Length_3544_transcripts_v2_40	other biological processes
Locus_1045_Transcript_10/10_Confidence_0.500_Length_4004_transcripts_v2_32	transport
Locus_1045_Transcript_10/10_Confidence_0.500_Length_4004_transcripts_v2_32	other biological processes
Locus_1045_Transcript_7/10_Confidence_0.346_Length_3353_transcripts_v2_51	transport
Locus_1045_Transcript_7/10_Confidence_0.346_Length_3353_transcripts_v2_51	other biological processes
Locus_1045_Transcript_8/10_Confidence_0.423_Length_4004_transcripts_v2_31	transport
Locus_1045_Transcript_8/10_Confidence_0.423_Length_4004_transcripts_v2_31	other biological processes
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	other biological processes
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	developmental processes
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	stress response
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	DNA metabolism
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	RNA metabolism
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	transport
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	cell organization and biogenesis
Locus_10450_Transcript_1/1_Confidence_1.000_Length_415_transcripts_v2_4482	protein metabolism
Locus_10454_Transcript_1/1_Confidence_1.000_Length_476_transcripts_v2_3877	other metabolic processes
Locus_10454_Transcript_1/1_Confidence_1.000_Length_476_transcripts_v2_3877	transport
Locus_10457_Transcript_1/1_Confidence_1.000_Length_542_transcripts_v2_3337	RNA metabolism
Locus_10458_Transcript_1/1_Confidence_1.000_Length_227_transcripts_v2_8278	cell adhesion
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	signal transduction
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	protein metabolism
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	developmental processes
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	transport
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	cell cycle and proliferation
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	other metabolic processes
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	other biological processes
Locus_10462_Transcript_1/1_Confidence_1.000_Length_431_transcripts_v2_4304	cell organization and biogenesis
Locus_10463_Transcript_1/1_Confidence_1.000_Length_1081_transcripts_v2_1062	cell organization and biogenesis
Locus_10463_Transcript_1/1_Confidence_1.000_Length_1081_transcripts_v2_1062	RNA metabolism
Locus_10463_Transcript_1/1_Confidence_1.000_Length_1081_transcripts_v2_1062	other metabolic processes
Locus_10463_Transcript_1/1_Confidence_1.000_Length_1081_transcripts_v2_1062	signal transduction
Locus_10463_Transcript_1/1_Confidence_1.000_Length_1081_transcripts_v2_1062	developmental processes
Locus_10467_Transcript_1/1_Confidence_1.000_Length_534_transcripts_v2_3393	protein metabolism
Locus_1047_Transcript_1/7_Confidence_0.333_Length_203_transcripts_v2_9321	signal transduction
Locus_1047_Transcript_1/7_Confidence_0.333_Length_203_transcripts_v2_9321	RNA metabolism
Locus_1047_Transcript_1/7_Confidence_0.333_Length_203_transcripts_v2_9321	other biological processes
Locus_1047_Transcript_2/7_Confidence_0.407_Length_369_transcripts_v2_5076	signal transduction
Locus_1047_Transcript_2/7_Confidence_0.407_Length_369_transcripts_v2_5076	RNA metabolism
Locus_1047_Transcript_2/7_Confidence_0.407_Length_369_transcripts_v2_5076	other biological processes
Locus_1047_Transcript_4/7_Confidence_0.407_Length_375_transcripts_v2_4987	signal transduction
Locus_1047_Transcript_4/7_Confidence_0.407_Length_375_transcripts_v2_4987	RNA metabolism
Locus_1047_Transcript_4/7_Confidence_0.407_Length_375_transcripts_v2_4987	other biological processes
Locus_1047_Transcript_5/7_Confidence_0.333_Length_723_transcripts_v2_2222	signal transduction
Locus_1047_Transcript_5/7_Confidence_0.333_Length_723_transcripts_v2_2222	RNA metabolism
Locus_1047_Transcript_5/7_Confidence_0.333_Length_723_transcripts_v2_2222	other biological processes
Locus_1047_Transcript_6/7_Confidence_0.148_Length_658_transcripts_v2_2587	signal transduction
Locus_1047_Transcript_6/7_Confidence_0.148_Length_658_transcripts_v2_2587	RNA metabolism
Locus_1047_Transcript_6/7_Confidence_0.148_Length_658_transcripts_v2_2587	other biological processes
Locus_10473_Transcript_4/4_Confidence_0.333_Length_665_transcripts_v2_2542	transport
Locus_10473_Transcript_4/4_Confidence_0.333_Length_665_transcripts_v2_2542	cell organization and biogenesis
Locus_10473_Transcript_4/4_Confidence_0.333_Length_665_transcripts_v2_2542	developmental processes
Locus_10473_Transcript_4/4_Confidence_0.333_Length_665_transcripts_v2_2542	other biological processes
Locus_10476_Transcript_1/1_Confidence_1.000_Length_233_transcripts_v2_8053	transport
Locus_10477_Transcript_1/1_Confidence_1.000_Length_862_transcripts_v2_1651	protein metabolism
Locus_10477_Transcript_1/1_Confidence_1.000_Length_862_transcripts_v2_1651	cell cycle and proliferation
Locus_10477_Transcript_1/1_Confidence_1.000_Length_862_transcripts_v2_1651	other metabolic processes
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	cell cycle and proliferation
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	protein metabolism
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	cell adhesion
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	signal transduction
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	other biological processes
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	developmental processes
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	other metabolic processes
Locus_10478_Transcript_10/15_Confidence_0.370_Length_2672_transcripts_v2_101	cell organization and biogenesis
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	cell cycle and proliferation
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	protein metabolism
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	cell adhesion
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	signal transduction
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	other biological processes
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	developmental processes
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	other metabolic processes
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119	cell organization and biogenesis
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	cell cycle and proliferation
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	protein metabolism
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	cell adhesion
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	signal transduction
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	other biological processes
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	developmental processes
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380	other metabolic processes
