ContigID	GOSlim_bin
379093922	death
379108770	RNA metabolism
379089677	other biological processes
379115814	cell organization and biogenesis
379075166	other metabolic processes
379119736	cell organization and biogenesis
379107893	transport
379082174	developmental processes
379112585	cell organization and biogenesis
379103999	other biological processes
379086553	cell organization and biogenesis
379095428	DNA metabolism
379091979	developmental processes
379098229	developmental processes
379100231	other biological processes
379082692	other biological processes
379085547	cell-cell signaling
379080408	protein metabolism
379103420	transport
379085297	cell organization and biogenesis
379113841	cell organization and biogenesis
379092879	protein metabolism
379107370	other biological processes
379111589	developmental processes
379079145	DNA metabolism
379082690	other metabolic processes
379117907	protein metabolism
379090409	signal transduction
379112656	other metabolic processes
379114617	other metabolic processes
379090795	transport
379076107	developmental processes
379097518	signal transduction
379125046	protein metabolism
379096387	other metabolic processes
379081088	RNA metabolism
379089153	signal transduction
379080439	transport
379107680	RNA metabolism
379112729	protein metabolism
379110019	signal transduction
379123201	developmental processes
379095131	other metabolic processes
379119861	developmental processes
379125194	other metabolic processes
379074308	other biological processes
379095215	RNA metabolism
379095408	cell organization and biogenesis
379080030	developmental processes
379087581	cell organization and biogenesis
379123672	transport
379098965	developmental processes
379095590	transport
379105718	protein metabolism
379115406	RNA metabolism
379105013	protein metabolism
379088286	cell organization and biogenesis
379074859	other biological processes
379109787	cell cycle and proliferation
379085069	cell organization and biogenesis
379103206	protein metabolism
379117028	cell adhesion
379101786	other metabolic processes
379092538	other biological processes
379107020	cell organization and biogenesis
379076263	other metabolic processes
379085263	protein metabolism
379090826	transport
379088865	transport
379120049	other biological processes
379109126	RNA metabolism
379123266	other biological processes
379082235	signal transduction
379090121	transport
379116953	other metabolic processes
379106292	other biological processes
379108531	cell cycle and proliferation
379090715	RNA metabolism
379088770	other biological processes
379089147	cell adhesion
379119482	RNA metabolism
379110191	protein metabolism
379117042	signal transduction
379094185	signal transduction
379090040	DNA metabolism
379098107	signal transduction
379096146	signal transduction
379107302	other metabolic processes
379092236	protein metabolism
379105341	other metabolic processes
379119125	protein metabolism
379116491	signal transduction
379093634	signal transduction
379117164	protein metabolism
379096680	transport
379107513	protein metabolism
379104790	other metabolic processes
379079753	transport
379096637	RNA metabolism
379114652	protein metabolism
379121455	RNA metabolism
379100036	protein metabolism
379083037	RNA metabolism
379078270	developmental processes
379077919	stress response
379123221	other metabolic processes
379110599	other biological processes
379076236	cell cycle and proliferation
379122939	cell organization and biogenesis
379103200	death
379099798	cell cycle and proliferation
379082670	cell cycle and proliferation
379104165	other biological processes
379074847	other biological processes
379096113	cell organization and biogenesis
379096061	death
379079468	other metabolic processes
379085678	death
379077380	stress response
379110087	transport
379100931	cell adhesion
379114498	other biological processes
379077389	signal transduction
379088190	death
379113793	other biological processes
379084519	stress response
379092360	other metabolic processes
379103407	stress response
379080778	protein metabolism
379123047	stress response
379117888	developmental processes
379098953	developmental processes
379102187	cell adhesion
379079202	transport
379073064	other biological processes
379080197	other metabolic processes
379107364	cell-cell signaling
379111055	cell cycle and proliferation
379086341	transport
379081453	other metabolic processes
379097298	cell cycle and proliferation
379123660	transport
379076151	protein metabolism
379087336	other metabolic processes
379112033	other biological processes
379087042	cell organization and biogenesis
379082034	protein metabolism
379103759	other metabolic processes
379104296	protein metabolism
379124655	other metabolic processes
379102489	protein metabolism
379123278	other biological processes
379077658	cell cycle and proliferation
379093403	other metabolic processes
379109521	other biological processes
379084824	other metabolic processes
379105599	other biological processes
379076281	other biological processes
379124534	other biological processes
379112864	developmental processes
379101851	DNA metabolism
379099870	other biological processes
379080953	cell adhesion
379095948	other biological processes
379080666	death
379098030	other metabolic processes
379078956	stress response
379082573	protein metabolism
379094813	other metabolic processes
379084913	signal transduction
379079741	transport
379098015	cell cycle and proliferation
379078250	DNA metabolism
379094093	cell cycle and proliferation
379091254	RNA metabolism
379122022	other biological processes
379099165	other biological processes
379086613	cell-cell signaling
379082154	RNA metabolism
379073407	cell-cell signaling
379095518	other metabolic processes
379087526	other biological processes
379095574	cell organization and biogenesis
379073624	stress response
379096653	other biological processes
379078479	signal transduction
379082859	RNA metabolism
379112477	cell cycle and proliferation
379107352	cell-cell signaling
379094869	cell organization and biogenesis
379086270	other biological processes
379098075	stress response
379098086	cell organization and biogenesis
379105919	stress response
379090387	other metabolic processes
379091353	transport
379086946	death
379072930	cell organization and biogenesis
379095551	protein metabolism
379115037	other biological processes
379114689	RNA metabolism
379090648	transport
379086880	transport
379112353	stress response
379094707	transport
379079036	transport
379081992	other metabolic processes
379073502	signal transduction
379090567	DNA metabolism
379115896	protein metabolism
379113058	stress response
379075416	signal transduction
379110013	protein metabolism
379078825	cell organization and biogenesis
379117160	RNA metabolism
379074903	cell organization and biogenesis
379116877	transport
379099343	other biological processes
379093456	signal transduction
379113660	transport
379082694	cell cycle and proliferation
379100599	other biological processes
379111260	other metabolic processes
379081802	other metabolic processes
379112559	cell organization and biogenesis
379094870	other biological processes
379088564	RNA metabolism
379112404	transport
379087834	death
379090902	other metabolic processes
379087308	RNA metabolism
379087757	signal transduction
379074184	signal transduction
379113752	protein metabolism
379092396	transport
379115071	cell organization and biogenesis
379081251	other metabolic processes
379078926	cell cycle and proliferation
379110148	cell cycle and proliferation
379094524	transport
379098070	developmental processes
379087875	other biological processes
379085914	other biological processes
379074817	other metabolic processes
379122055	transport
379108892	cell cycle and proliferation
379086065	cell cycle and proliferation
379076850	signal transduction
379090387	other biological processes
379124542	signal transduction
379117880	stress response
379099302	death
379109124	cell-cell signaling
379092186	cell adhesion
379108408	protein metabolism
379112702	stress response
379103220	other metabolic processes
379122034	other biological processes
379107021	other biological processes
379092769	signal transduction
379096263	developmental processes
379092244	cell organization and biogenesis
379091992	other metabolic processes
379102679	protein metabolism
379124116	other metabolic processes
379084925	signal transduction
379086619	other biological processes
379119120	developmental processes
379103402	developmental processes
379100003	other metabolic processes
379103935	protein metabolism
379106316	other biological processes
379082860	cell cycle and proliferation
379086335	signal transduction
379099327	RNA metabolism
379073436	developmental processes
379098747	other metabolic processes
379100087	transport
379095912	stress response
379110221	developmental processes
379098486	DNA metabolism
379073085	stress response
379090736	other metabolic processes
379112135	developmental processes
379087898	developmental processes
379111248	other metabolic processes
379117010	other biological processes
379094153	other biological processes
379085784	signal transduction
379086968	other metabolic processes
379097575	transport
379080446	protein metabolism
379113586	protein metabolism
379107703	protein metabolism
379118971	other biological processes
379075875	cell cycle and proliferation
379097370	other biological processes
379095409	other biological processes
379096319	transport
379081157	signal transduction
379074551	transport
379079681	other biological processes
379106830	cell organization and biogenesis
379113930	death
379079012	transport
379088488	cell organization and biogenesis
379119303	protein metabolism
379080268	transport
379073811	signal transduction
379082324	other biological processes
379083259	developmental processes
379108241	stress response
379123464	signal transduction
379087937	cell organization and biogenesis
379102568	signal transduction
379088053	other biological processes
379100611	other biological processes
379076940	RNA metabolism
379123997	DNA metabolism
379078275	stress response
379097563	transport
379120372	other metabolic processes
379086317	protein metabolism
379093229	protein metabolism
379082075	transport
379077898	other biological processes
379122917	other biological processes
379119116	other metabolic processes
379114867	RNA metabolism
379113233	other metabolic processes
379090389	DNA metabolism
379113930	developmental processes
379117030	signal transduction
379089025	signal transduction
379111977	other metabolic processes
379122212	other biological processes
379116483	other biological processes
379083925	RNA metabolism
379088402	other metabolic processes
379077192	developmental processes
379116604	other metabolic processes
379085257	signal transduction
379124113	stress response
379099164	cell organization and biogenesis
379096802	developmental processes
379101661	RNA metabolism
379122477	cell cycle and proliferation
379100626	transport
379121661	other biological processes
379073813	cell organization and biogenesis
379109465	other metabolic processes
379089658	other metabolic processes
379113971	other biological processes
379080007	other metabolic processes
379083224	other metabolic processes
379117188	other biological processes
379106953	other metabolic processes
379081263	other metabolic processes
379079316	DNA metabolism
379112135	death
379091880	protein metabolism
379119137	protein metabolism
379088012	death
379125235	RNA metabolism
379112840	death
379120393	protein metabolism
379100717	stress response
379100557	cell-cell signaling
379116647	cell organization and biogenesis
379099302	developmental processes
379073022	other metabolic processes
379083568	other biological processes
379101146	signal transduction
379105068	signal transduction
379081607	other biological processes
379101855	other biological processes
379096263	death
379107738	other biological processes
379119159	cell organization and biogenesis
379085375	other biological processes
379122872	other metabolic processes
379124007	other biological processes
379108953	developmental processes
379084119	other biological processes
379108260	cell adhesion
379094712	signal transduction
379119530	signal transduction
379073626	developmental processes
379096329	signal transduction
379095689	other metabolic processes
379093804	other biological processes
379118622	other biological processes
379103402	death
379096648	protein metabolism
379114700	other biological processes
379121533	DNA metabolism
379102746	transport
379085185	other biological processes
379086127	developmental processes
379114666	developmental processes
379078804	signal transduction
379120596	signal transduction
379076399	death
379092142	RNA metabolism
379092716	other metabolic processes
379117883	developmental processes
379082910	developmental processes
379085890	other biological processes
379106934	other metabolic processes
379110211	RNA metabolism
379121301	signal transduction
379098800	RNA metabolism
379081104	other metabolic processes
379094686	cell organization and biogenesis
379078735	RNA metabolism
379118084	signal transduction
379077394	developmental processes
379124874	RNA metabolism
379075735	other biological processes
379073626	signal transduction
379077479	RNA metabolism
379092709	other biological processes
379099865	protein metabolism
379078592	other metabolic processes
379088817	protein metabolism
379076223	RNA metabolism
379084732	cell organization and biogenesis
379125365	other metabolic processes
379117575	transport
379110394	signal transduction
379077756	protein metabolism
379121331	transport
379077829	cell cycle and proliferation
379098816	other biological processes
379089922	cell organization and biogenesis
379101478	RNA metabolism
379106660	other biological processes
379100777	other biological processes
379098782	developmental processes
379078256	stress response
379086425	RNA metabolism
379123558	other metabolic processes
379076321	cell adhesion
379096821	developmental processes
379125561	developmental processes
379087130	RNA metabolism
379120341	other metabolic processes
379073655	cell adhesion
379119161	other biological processes
379092942	transport
379098077	developmental processes
379123966	protein metabolism
379118819	transport
379090250	signal transduction
379072863	other metabolic processes
379098189	other metabolic processes
379115163	other metabolic processes
379097372	developmental processes
379099333	developmental processes
379073223	other biological processes
379078543	cell-cell signaling
379114688	other biological processes
379079015	cell organization and biogenesis
379088950	stress response
379117213	signal transduction
379095048	other biological processes
379083816	signal transduction
379104830	protein metabolism
379086429	other biological processes
379109434	other metabolic processes
379075933	DNA metabolism
379118623	signal transduction
379082898	developmental processes
379109204	DNA metabolism
379124992	other metabolic processes
379125040	transport
379084653	other metabolic processes
379100174	other metabolic processes
379122402	other biological processes
379086952	RNA metabolism
379078876	death
379120595	other biological processes
379093035	other metabolic processes
379088467	signal transduction
379120519	other metabolic processes
379104185	signal transduction
379082344	stress response
379083390	other biological processes
379114161	other biological processes
379093265	other biological processes
379080072	signal transduction
379096406	other metabolic processes
379119493	protein metabolism
379101987	developmental processes
379085250	signal transduction
379095150	other metabolic processes
379097892	protein metabolism
379099853	protein metabolism
379095736	death
379099321	developmental processes
379111098	protein metabolism
379077560	signal transduction
379075599	signal transduction
379102538	developmental processes
379106795	stress response
379076855	signal transduction
379084154	developmental processes
379110753	cell adhesion
379105690	other metabolic processes
379101863	transport
379104295	stress response
379090334	death
379106395	other metabolic processes
379093983	signal transduction
379118071	protein metabolism
379111976	developmental processes
379074616	death
379076577	death
379084275	cell cycle and proliferation
379105139	other metabolic processes
379098249	RNA metabolism
379108445	signal transduction
379104183	cell organization and biogenesis
379108604	death
379079309	other metabolic processes
379089760	transport
379089328	DNA metabolism
379088748	cell cycle and proliferation
379084487	other metabolic processes
379109150	signal transduction
379089658	other biological processes
379075756	stress response
379112578	cell organization and biogenesis
379078546	cell cycle and proliferation
379090639	cell organization and biogenesis
379099442	cell cycle and proliferation
379099533	other biological processes
379105933	signal transduction
379117756	cell organization and biogenesis
379105021	RNA metabolism
379121319	transport
379123646	other biological processes
379073136	transport
379104711	other biological processes
379086413	RNA metabolism
379119097	other metabolic processes
379123249	protein metabolism
379117917	other biological processes
379092225	transport
379096945	other metabolic processes
379073940	other biological processes
379077313	RNA metabolism
379084154	protein metabolism
379076310	protein metabolism
379123838	DNA metabolism
379107695	stress response
379098463	transport
379116798	death
379107532	protein metabolism
379085546	other biological processes
379093426	developmental processes
379073941	other metabolic processes
379086251	other biological processes
379095752	cell organization and biogenesis
379111323	other biological processes
379082961	cell organization and biogenesis
379103059	protein metabolism
379106981	protein metabolism
379091508	transport
379092764	transport
379087588	cell organization and biogenesis
379091139	protein metabolism
379117214	transport
379104803	cell cycle and proliferation
379100710	stress response
379125699	cell cycle and proliferation
379108114	transport
379106659	cell organization and biogenesis
379083018	RNA metabolism
379083034	other biological processes
379086915	death
379094533	other biological processes
379086317	developmental processes
379095588	signal transduction
379125148	cell cycle and proliferation
379096494	other biological processes
379091145	signal transduction
379092526	other metabolic processes
379078853	transport
379125027	protein metabolism
379119144	protein metabolism
379096287	protein metabolism
379116497	transport
379117722	protein metabolism
379081353	transport
379118019	other metabolic processes
379112575	transport
379097199	other biological processes
379120939	protein metabolism
379123028	stress response
379097900	RNA metabolism
379105937	cell-cell signaling
379101315	cell organization and biogenesis
379110755	developmental processes
379082826	cell-cell signaling
379079856	stress response
379078136	transport
379104885	transport
379106407	other metabolic processes
379090227	developmental processes
379117515	death
379123071	cell adhesion
379090170	cell cycle and proliferation
379085534	other biological processes
379092229	protein metabolism
379120265	transport
379075759	protein metabolism
379108609	cell adhesion
379074289	other biological processes
379075611	developmental processes
379088589	stress response
379107193	cell-cell signaling
379106684	other biological processes
379109314	cell adhesion
379109901	other biological processes
379089043	transport
379101104	developmental processes
379093737	stress response
379088046	other biological processes
379115792	transport
379085120	death
379115406	signal transduction
379086270	other metabolic processes
379118273	other biological processes
379095330	cell cycle and proliferation
379088926	cell cycle and proliferation
379095416	other biological processes
379113570	other metabolic processes
379083159	death
379125050	cell-cell signaling
379112189	signal transduction
379117568	other biological processes
379087526	other metabolic processes
379118072	signal transduction
379107376	cell organization and biogenesis
379110038	death
379123439	protein metabolism
379113114	transport
379100939	RNA metabolism
379104005	cell organization and biogenesis
379117027	cell organization and biogenesis
379074368	transport
379085049	developmental processes
379086968	other biological processes
379076619	other metabolic processes
379109117	stress response
379075316	RNA metabolism
379086344	cell organization and biogenesis
379113296	other biological processes
379077314	cell cycle and proliferation
379086841	stress response
379080697	cell cycle and proliferation
379092538	other metabolic processes
379117515	developmental processes
379097029	transport
379124541	other biological processes
379073651	transport
379113593	developmental processes
379094658	developmental processes
379118482	DNA metabolism
379110020	protein metabolism
379103617	transport
379124465	other metabolic processes
379109315	protein metabolism
379122379	signal transduction
379109382	DNA metabolism
379107873	stress response
379087131	cell cycle and proliferation
379091987	other metabolic processes
379086302	stress response
379082015	protein metabolism
379087558	stress response
379107723	RNA metabolism
379121324	other biological processes
379125246	other biological processes
379081506	signal transduction
379123295	cell organization and biogenesis
379097840	other metabolic processes
379092531	other biological processes
379081883	cell organization and biogenesis
379083467	signal transduction
379114814	other metabolic processes
379098070	protein metabolism
379083876	death
379086809	other metabolic processes
379078223	other biological processes
379086684	signal transduction
379101104	death
379097365	protein metabolism
379105424	transport
379104707	RNA metabolism
379110216	signal transduction
379080030	other biological processes
379111631	cell-cell signaling
