ContigID	GOSlim_bin
F66KHFO01D8DYH	cell organization and biogenesis
F66KHFO01EM9PA	developmental processes
F66KHFO02F6D6T	cell cycle and proliferation
Contig_27817	cell organization and biogenesis
Contig_1279	protein metabolism
Contig_13624	other biological processes
Contig_20864	protein metabolism
F66KHFO02FOM8B	other biological processes
Contig_14031	other metabolic processes
F66KHFO02G2CBS	protein metabolism
Contig_9065	cell adhesion
CCHX13195_b1_c	other biological processes
Contig_6634	cell cycle and proliferation
Contig_25509	RNA metabolism
F66KHFO02HVB4G	transport
Contig_33775	cell organization and biogenesis
Contig_5266	cell adhesion
Contig_12813	transport
Contig_36973	protein metabolism
F66KHFO02HVFSD	protein metabolism
Contig_16131	other biological processes
F66KHFO02JIGRJ	developmental processes
F66KHFO02JT5UU	RNA metabolism
Contig_8757	other metabolic processes
F66KHFO02FQZVL	protein metabolism
Contig_20727	RNA metabolism
Contig_26398	other metabolic processes
F66KHFO02IUIJD	transport
Contig_9397	cell organization and biogenesis
Contig_10514	signal transduction
Contig_1129	other biological processes
Contig_2476	transport
Contig_27188	other biological processes
Contig_4546	DNA metabolism
Contig_24723	cell organization and biogenesis
Contig_6066	other biological processes
F66KHFO01A4LE4	other biological processes
Contig_14869	cell organization and biogenesis
Contig_846	other metabolic processes
F66KHFO01COA0O	stress response
Contig_34859	RNA metabolism
CCHX7174_b1_c	protein metabolism
Contig_35131	other biological processes
Contig_26121	cell cycle and proliferation
F66KHFO01DXH6I	protein metabolism
F66KHFO02IDCE9	other biological processes
Contig_10946	other metabolic processes
Contig_8291	cell organization and biogenesis
F66KHFO02JY2IY	other metabolic processes
Contig_25251	transport
F66KHFO02HQMOO	cell organization and biogenesis
Contig_8776	other metabolic processes
Contig_7938	transport
Contig_20273	signal transduction
F66KHFO02JT7SV	other metabolic processes
F66KHFO01CPS79	other biological processes
F66KHFO01DLS4J	cell cycle and proliferation
Contig_24679	RNA metabolism
Contig_13994	transport
F66KHFO02GQHVW	other metabolic processes
CAOH2436_g1_c	other biological processes
F66KHFO02FWMFK	transport
F66KHFO01EYJIU	protein metabolism
Contig_28411	protein metabolism
F66KHFO01CW45M	other biological processes
F66KHFO01DH0QT	cell adhesion
Contig_10427	stress response
Contig_27497	cell organization and biogenesis
F66KHFO01DVIQV	transport
Contig_5059	other metabolic processes
Contig_439	other biological processes
F66KHFO01A78NK	protein metabolism
F66KHFO02HSZLE	other biological processes
Contig_12350	other metabolic processes
CAFB1347_b2_c	cell-cell signaling
Contig_24023	cell cycle and proliferation
F66KHFO02G7PP2	other metabolic processes
F66KHFO01A7HWL	signal transduction
Contig_33583	other metabolic processes
F66KHFO02FUYJ0	cell cycle and proliferation
F66KHFO02I1G85	cell organization and biogenesis
Contig_19366	cell organization and biogenesis
Contig_1851	other biological processes
Contig_3509	RNA metabolism
Contig_26724	protein metabolism
Contig_12781	cell-cell signaling
CAOI2629_b1_c	stress response
Contig_35736	cell organization and biogenesis
F66KHFO02ID5UG	transport
Contig_35016	developmental processes
F66KHFO01B8M1L	RNA metabolism
Contig_3334	stress response
F66KHFO02JJQ86	protein metabolism
Contig_22528	cell cycle and proliferation
F66KHFO02H7MYJ	other biological processes
Contig_31279	other biological processes
F66KHFO02I4TKT	RNA metabolism
Contig_8348	other metabolic processes
Contig_33058	RNA metabolism
F66KHFO01DBT3P	transport
F66KHFO01DDYW0	cell cycle and proliferation
F66KHFO02F441V	cell organization and biogenesis
Contig_35458	protein metabolism
CCHX11934_b1_c	other biological processes
Contig_5971	RNA metabolism
F66KHFO01ESN7O	transport
F66KHFO01BZSEJ	other biological processes
F66KHFO01BD98L	other biological processes
Contig_38831	other biological processes
Contig_7841	cell-cell signaling
F66KHFO02HI2R6	stress response
Contig_36449	other metabolic processes
Contig_37121	developmental processes
Contig_20598	other metabolic processes
Contig_4659	developmental processes
Contig_2411	transport
Contig_11046	other biological processes
F66KHFO01BCQ3G	death
Contig_38270	developmental processes
Contig_17979	signal transduction
Contig_24677	developmental processes
Contig_34742	other metabolic processes
Contig_35097	transport
Contig_18669	other metabolic processes
Contig_8908	signal transduction
Contig_13193	other biological processes
Contig_41897	cell organization and biogenesis
Contig_38077	other biological processes
CCHX5145_b1_c	protein metabolism
CAOG731_g1_c	transport
Contig_24103	protein metabolism
F66KHFO01EXJMJ	cell cycle and proliferation
Contig_2433	protein metabolism
Contig_4487	cell organization and biogenesis
F66KHFO01BAV0I	stress response
F66KHFO02JGHYM	cell organization and biogenesis
Contig_7134	developmental processes
Contig_34759	signal transduction
F66KHFO01B83UF	cell organization and biogenesis
F66KHFO01A3RAG	other biological processes
Contig_26813	RNA metabolism
F66KHFO02IWAE6	other biological processes
Contig_29191	other biological processes
F66KHFO02JD2AH	other metabolic processes
F66KHFO01CVR8M	RNA metabolism
Contig_35904	signal transduction
Contig_42363	other biological processes
Contig_30680	signal transduction
F66KHFO01EDGJC	other metabolic processes
F66KHFO02JKLT2	other metabolic processes
F66KHFO02FPMMH	RNA metabolism
Contig_8050	protein metabolism
F66KHFO01ECQHD	protein metabolism
F66KHFO02HG973	cell cycle and proliferation
Contig_7447	RNA metabolism
Contig_42412	other biological processes
Contig_16433	DNA metabolism
F66KHFO02H33RI	signal transduction
Contig_31794	cell organization and biogenesis
F66KHFO02GQHZU	other metabolic processes
F66KHFO01BE0FR	cell organization and biogenesis
Contig_13916	other biological processes
CCHX8159_g1_c	transport
F66KHFO01AVFS4	RNA metabolism
Contig_12781	stress response
Contig_8700	protein metabolism
Contig_29562	other biological processes
Contig_12388	protein metabolism
F66KHFO02IGR79	other metabolic processes
Contig_23148	protein metabolism
F66KHFO01ECWL6	protein metabolism
F66KHFO01B2COJ	RNA metabolism
F66KHFO01BY4W9	signal transduction
Contig_3823	other biological processes
F66KHFO02GWLL9	transport
Contig_25380	RNA metabolism
Contig_20	developmental processes
Contig_9316	protein metabolism
Contig_18235	other metabolic processes
Contig_14456	cell organization and biogenesis
F66KHFO02IK8DZ	other biological processes
Contig_23976	other biological processes
Contig_39126	transport
Contig_34981	cell cycle and proliferation
Contig_17434	DNA metabolism
Contig_6806	cell cycle and proliferation
Contig_18907	developmental processes
F66KHFO01BTFEO	other biological processes
Contig_2554	death
Contig_17787	other biological processes
F66KHFO02GPF78	transport
F66KHFO02JLMHC	cell organization and biogenesis
F66KHFO01ES0JQ	transport
Contig_20792	death
Contig_31173	developmental processes
Contig_22037	stress response
Contig_33463	developmental processes
CCHX13178_b1_c	signal transduction
Contig_27608	cell cycle and proliferation
F66KHFO01B1AXO	cell organization and biogenesis
F66KHFO02F449T	other metabolic processes
F66KHFO02GOSS6	RNA metabolism
F66KHFO02GX9TJ	cell-cell signaling
Contig_24241	protein metabolism
Contig_10610	protein metabolism
F66KHFO01BJZB5	other metabolic processes
Contig_39215	transport
Contig_19137	other biological processes
F66KHFO01AGRA4	signal transduction
F66KHFO01CQ34G	cell-cell signaling
F66KHFO02FNCX5	other metabolic processes
F66KHFO02GX7RI	other metabolic processes
Contig_20410	signal transduction
F66KHFO01DSCMW	protein metabolism
F66KHFO02GVLPZ	other biological processes
Contig_4069	other metabolic processes
Contig_33727	transport
Contig_5313	transport
CCHX15979_b1_c	protein metabolism
CCHX15029_b1_c	RNA metabolism
Contig_6486	protein metabolism
F66KHFO01EOQDA	other biological processes
Contig_30918	protein metabolism
Contig_30735	RNA metabolism
F66KHFO01ED21R	other biological processes
F66KHFO02IGEVP	cell organization and biogenesis
Contig_20670	other metabolic processes
Contig_38321	other biological processes
Contig_12334	other metabolic processes
Contig_41826	signal transduction
Contig_19161	developmental processes
F66KHFO01D5ELS	RNA metabolism
F66KHFO02GVFR0	transport
Contig_22308	other biological processes
Contig_34976	other biological processes
Contig_2659	transport
CCHX7461_b1_c	death
Contig_16191	RNA metabolism
CCHX14285_b5_c	cell organization and biogenesis
Contig_5111	other biological processes
Contig_40770	cell organization and biogenesis
F66KHFO01BM7OK	cell cycle and proliferation
F66KHFO01A2GC4	stress response
Contig_9647	other metabolic processes
Contig_34555	RNA metabolism
Contig_26574	protein metabolism
F66KHFO01EY58N	other biological processes
Contig_9431	cell cycle and proliferation
Contig_4058	RNA metabolism
F66KHFO01C2Z7O	signal transduction
F66KHFO02IOM2R	cell cycle and proliferation
F66KHFO01DA3JZ	signal transduction
F66KHFO02H6Y4J	cell cycle and proliferation
Contig_41521	RNA metabolism
F66KHFO02HVMXG	RNA metabolism
F66KHFO02I115P	cell organization and biogenesis
F66KHFO01DLL0I	other metabolic processes
Contig_15776	other biological processes
Contig_14795	cell organization and biogenesis
F66KHFO02FWCK0	death
F66KHFO01C5O7E	transport
Contig_24551	developmental processes
F66KHFO01C2YXG	signal transduction
Contig_39626	other biological processes
Contig_26111	cell organization and biogenesis
F66KHFO02F8M82	signal transduction
Contig_22464	RNA metabolism
Contig_17235	other biological processes
Contig_6923	cell cycle and proliferation
Contig_41016	protein metabolism
Contig_21618	other biological processes
F66KHFO02INASO	death
Contig_1806	death
F66KHFO01EIPUM	cell organization and biogenesis
Contig_9432	DNA metabolism
Contig_23875	transport
Contig_26016	stress response
F66KHFO02FR1YV	RNA metabolism
Contig_24580	transport
F66KHFO01AMFCG	cell cycle and proliferation
F66KHFO02G4YPR	cell organization and biogenesis
F66KHFO02F4E04	other metabolic processes
Contig_21804	other biological processes
Contig_8157	other biological processes
Contig_25488	other metabolic processes
Contig_4819	transport
Contig_13195	protein metabolism
F66KHFO01CQ9V5	signal transduction
Contig_6129	other biological processes
F66KHFO01A06JO	cell organization and biogenesis
Contig_34245	protein metabolism
Contig_42218	other metabolic processes
F66KHFO02G9MIY	other metabolic processes
Contig_1731	other metabolic processes
F66KHFO01AY6KA	DNA metabolism
Contig_3910	other biological processes
Contig_8530	other biological processes
F66KHFO02G60RJ	RNA metabolism
Contig_41001	protein metabolism
F66KHFO02J3FC3	cell organization and biogenesis
F66KHFO01BKPCH	transport
F66KHFO02JDDWX	other metabolic processes
F66KHFO02HNVMO	signal transduction
Contig_18014	cell organization and biogenesis
F66KHFO02HCC2B	cell organization and biogenesis
F66KHFO02FSSIZ	death
F66KHFO02FP2F9	transport
F66KHFO02G9AIS	cell organization and biogenesis
Contig_38253	signal transduction
Contig_35029	transport
Contig_14452	protein metabolism
F66KHFO01D90AT	other biological processes
F66KHFO01BC2XN	signal transduction
Contig_12586	RNA metabolism
F66KHFO01CJQ2W	cell organization and biogenesis
F66KHFO01ALG7H	other biological processes
Contig_17628	other biological processes
F66KHFO01A46W8	developmental processes
F66KHFO02IN8LD	other metabolic processes
Contig_6940	other biological processes
Contig_19216	cell organization and biogenesis
F66KHFO02IFQJ1	signal transduction
F66KHFO01DS943	signal transduction
Contig_12873	signal transduction
Contig_24852	transport
Contig_26136	other metabolic processes
F66KHFO02HP5Y1	cell organization and biogenesis
F66KHFO02GHO2W	cell organization and biogenesis
Contig_11553	cell-cell signaling
Contig_15244	signal transduction
Contig_41527	developmental processes
Contig_10854	cell organization and biogenesis
F66KHFO01DU5SG	developmental processes
F66KHFO02FKXHQ	stress response
F66KHFO01EA8OT	cell organization and biogenesis
Contig_33988	RNA metabolism
Contig_30195	cell cycle and proliferation
F66KHFO01ED71W	protein metabolism
Contig_29650	RNA metabolism
F66KHFO01DKBDC	developmental processes
F66KHFO01D7AFM	cell organization and biogenesis
F66KHFO02FMZX0	signal transduction
Contig_11828	signal transduction
F66KHFO01EXLX6	other metabolic processes
Contig_30776	RNA metabolism
F66KHFO02IOM2R	death
Contig_17168	cell adhesion
Contig_41016	other metabolic processes
F66KHFO01EERWE	developmental processes
Contig_38903	protein metabolism
CAOH2384_g1_c	protein metabolism
Contig_33810	transport
F66KHFO01A295U	other metabolic processes
Contig_22210	other biological processes
Contig_15983	cell-cell signaling
F66KHFO01ES8ML	other metabolic processes
Contig_4148	cell cycle and proliferation
Contig_33745	cell-cell signaling
Contig_40349	other biological processes
F66KHFO01CFI06	other metabolic processes
Contig_26176	transport
Contig_4794	cell adhesion
Contig_23498	other metabolic processes
Contig_41638	protein metabolism
F66KHFO01BNO36	transport
F66KHFO02I7C05	cell cycle and proliferation
CAFB1699_b2_c	RNA metabolism
F66KHFO02GA0S4	other biological processes
Contig_12393	death
Contig_36949	protein metabolism
Contig_27943	developmental processes
Contig_11606	other biological processes
Contig_4854	signal transduction
F66KHFO02HIEHJ	other biological processes
F66KHFO02HK7Q4	transport
Contig_33150	signal transduction
Contig_6312	signal transduction
Contig_24798	transport
F66KHFO02IO4B5	signal transduction
F66KHFO01C7HVM	protein metabolism
Contig_41515	signal transduction
Contig_41124	other biological processes
Contig_7765	RNA metabolism
Contig_31436	cell organization and biogenesis
F66KHFO01BLRO5	other metabolic processes
Contig_7249	other metabolic processes
Contig_11092	other biological processes
F66KHFO02HANSX	protein metabolism
Contig_20552	other metabolic processes
Contig_40435	stress response
F66KHFO02GAHCI	stress response
CCHX15206_b1_c	other biological processes
Contig_6373	signal transduction
F66KHFO02F03JO	other biological processes
F66KHFO01C07N9	cell organization and biogenesis
Contig_4243	other metabolic processes
F66KHFO01C0YIR	other biological processes
Contig_21576	cell organization and biogenesis
Contig_24190	protein metabolism
Contig_7127	signal transduction
F66KHFO02HXKGJ	protein metabolism
Contig_1385	protein metabolism
Contig_15992	cell organization and biogenesis
Contig_23786	other metabolic processes
Contig_18395	death
Contig_37224	developmental processes
F66KHFO02F8A3M	other biological processes
F66KHFO01CAPU9	stress response
Contig_26858	signal transduction
F66KHFO02FU1ZH	cell organization and biogenesis
Contig_22786	cell cycle and proliferation
F66KHFO02J2J2Q	death
Contig_25682	other metabolic processes
Contig_30004	cell organization and biogenesis
F66KHFO02FH18W	stress response
F66KHFO01EGTCI	death
Contig_36671	other metabolic processes
Contig_35486	cell cycle and proliferation
Contig_12267	other metabolic processes
F66KHFO01BQ26T	protein metabolism
Contig_40941	death
F66KHFO02I6E1A	cell organization and biogenesis
Contig_29637	other metabolic processes
F66KHFO01D4LKI	other biological processes
Contig_15987	developmental processes
F66KHFO02I5ZW1	other metabolic processes
F66KHFO01AQ0DQ	other biological processes
Contig_1476	developmental processes
Contig_20534	transport
Contig_36918	stress response
Contig_31990	signal transduction
Contig_29548	protein metabolism
Contig_42516	other metabolic processes
Contig_25730	other metabolic processes
CCHX10688_g1_c	other biological processes
F66KHFO01AM1O0	signal transduction
Contig_9368	other metabolic processes
F66KHFO02IJLNQ	other biological processes
Contig_6451	other biological processes
Contig_29462	other biological processes
Contig_25764	RNA metabolism
Contig_24510	other metabolic processes
Contig_24444	cell organization and biogenesis
Contig_7821	transport
Contig_39769	other biological processes
F66KHFO01CS859	other biological processes
Contig_17260	cell organization and biogenesis
Contig_8911	transport
Contig_38046	signal transduction
F66KHFO01AHI8C	other biological processes
F66KHFO02FV9GQ	other biological processes
F66KHFO01AZCR8	other biological processes
F66KHFO02GC8A6	cell organization and biogenesis
F66KHFO01EGW2B	protein metabolism
Contig_36127	other metabolic processes
F66KHFO02HXEW0	other metabolic processes
Contig_39184	DNA metabolism
F66KHFO02HKWDT	transport
Contig_24479	stress response
Contig_2609	cell organization and biogenesis
Contig_34574	transport
Contig_19419	cell adhesion
Contig_36661	transport
F66KHFO01DXTTL	stress response
Contig_42383	other metabolic processes
F66KHFO01A3NEE	other biological processes
F66KHFO02GSSL8	RNA metabolism
F66KHFO02F43PQ	developmental processes
Contig_15893	other metabolic processes
Contig_33448	protein metabolism
CCHX1346_b1_c	stress response
F66KHFO01CEI7N	other biological processes
Contig_23652	other biological processes
Contig_37938	developmental processes
F66KHFO02JMD3N	other biological processes
F66KHFO01B8PK3	cell organization and biogenesis
Contig_17626	other biological processes
F66KHFO01AHYJL	transport
Contig_34526	stress response
F66KHFO02HZQSW	developmental processes
F66KHFO02H3HD1	other metabolic processes
Contig_9264	cell organization and biogenesis
F66KHFO01AP56W	signal transduction
F66KHFO01DZWBU	signal transduction
Contig_35087	developmental processes
Contig_13097	cell organization and biogenesis
F66KHFO02ISZV3	developmental processes
Contig_16257	death
Contig_28588	signal transduction
F66KHFO02GSAX6	protein metabolism
F66KHFO01D4G8N	transport
Contig_15742	signal transduction
Contig_42611	other biological processes
Contig_4070	cell cycle and proliferation
Contig_19787	DNA metabolism
Contig_836	protein metabolism
Contig_36754	developmental processes
Contig_21304	signal transduction
Contig_24090	other metabolic processes
Contig_37273	other metabolic processes
F66KHFO01CWCBN	cell organization and biogenesis
Contig_10034	transport
Contig_3640	cell organization and biogenesis
F66KHFO01DA9UW	transport
Contig_28224	other biological processes
F66KHFO01CWX4K	transport
Contig_22282	stress response
Contig_33358	other metabolic processes
F66KHFO02ISNQG	other biological processes
Contig_36834	other metabolic processes
Contig_11466	other biological processes
Contig_14578	cell cycle and proliferation
Contig_8213	stress response
F66KHFO02I8G6G	cell organization and biogenesis
Contig_18810	developmental processes
Contig_1382	stress response
F66KHFO01C9ZWM	other metabolic processes
Contig_7058	developmental processes
Contig_22682	other metabolic processes
Contig_34644	signal transduction
Contig_37108	developmental processes
Contig_27248	protein metabolism
F66KHFO01EE4UY	cell organization and biogenesis
Contig_24448	transport
F66KHFO01CFGJC	other biological processes
F66KHFO02JZJKP	transport
Contig_5096	developmental processes
Contig_8326	developmental processes
F66KHFO02JRQU5	other biological processes
F66KHFO02I7J0M	other biological processes
Contig_16412	cell organization and biogenesis
Contig_28817	protein metabolism
F66KHFO01AC86Z	developmental processes
F66KHFO02HI2X5	developmental processes
Contig_25329	signal transduction
F66KHFO02H10U6	other biological processes
Contig_39319	cell cycle and proliferation
F66KHFO01D2GRT	stress response
F66KHFO01CZTTQ	other biological processes
Contig_7444	signal transduction
Contig_21979	transport
Contig_14468	signal transduction
Contig_11291	other biological processes
Contig_6464	transport
Contig_25876	other metabolic processes
F66KHFO01BXALW	other metabolic processes
Contig_37262	developmental processes
Contig_40536	developmental processes
Contig_27100	developmental processes
Contig_11332	RNA metabolism
Contig_30997	transport
Contig_35227	developmental processes
Contig_5497	other metabolic processes
F66KHFO01C616B	protein metabolism
CCHX3394_g1_c	protein metabolism
Contig_17690	signal transduction
Contig_30759	cell organization and biogenesis
Contig_34739	other metabolic processes
F66KHFO01BUATK	developmental processes
Contig_33183	stress response
Contig_9718	developmental processes
Contig_16763	stress response
F66KHFO01CEUB6	cell cycle and proliferation
F66KHFO01DV5MB	transport
Contig_7056	RNA metabolism
F66KHFO01A18NT	developmental processes
Contig_23315	signal transduction
Contig_36862	signal transduction
F66KHFO02GZWS4	stress response
F66KHFO01CQ34G	death
Contig_14432	transport
F66KHFO01BI3JP	DNA metabolism
F66KHFO01CRUFR	cell organization and biogenesis
F66KHFO01AJD8Q	cell organization and biogenesis
Contig_325	other biological processes
Contig_28449	developmental processes
Contig_15659	developmental processes
F66KHFO01BPRF6	cell adhesion
F66KHFO01AYBGZ	cell organization and biogenesis
Contig_15197	protein metabolism
Contig_22295	cell organization and biogenesis
CCHX4305_b1_c	other metabolic processes
Contig_37598	transport
Contig_42111	protein metabolism
Contig_1331	other biological processes
F66KHFO02JYPPX	signal transduction
Contig_5705	protein metabolism
Contig_40845	RNA metabolism
Contig_37148	cell adhesion
F66KHFO01CWOOR	transport
F66KHFO02JB2C9	transport
Contig_12960	cell cycle and proliferation
F66KHFO01B71ZN	other biological processes
Contig_11738	protein metabolism
CAWS1424_b2_c	other metabolic processes
Contig_10980	other biological processes
Contig_35777	cell cycle and proliferation
F66KHFO01BTGT0	other metabolic processes
F66KHFO02HJHFV	cell organization and biogenesis
Contig_15305	developmental processes
F66KHFO01CTPY7	other metabolic processes
Contig_40981	signal transduction
F66KHFO02GVZB5	protein metabolism
Contig_18707	other metabolic processes
Contig_37823	protein metabolism
Contig_32456	other biological processes
Contig_8377	other biological processes
CCHX9853_g1_c	stress response
Contig_9032	protein metabolism
Contig_21538	other metabolic processes
Contig_37970	other metabolic processes
Contig_2410	stress response
Contig_3224	cell cycle and proliferation
Contig_1096	protein metabolism
Contig_4675	cell organization and biogenesis
Contig_38913	signal transduction
F66KHFO02HOY4H	protein metabolism
F66KHFO01DMSIZ	other biological processes
Contig_12947	stress response
F66KHFO02F2O16	cell adhesion
F66KHFO01CN0ZI	cell cycle and proliferation
F66KHFO01DG8KR	RNA metabolism
Contig_10322	developmental processes
F66KHFO01B8CXY	protein metabolism
Contig_7299	other metabolic processes
